"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"5394",167.565754384888,1.26448515815564,0.369418539574101,3.42290660239589,0.000619553609846515,0.0247484151142414
"5051",81.8627874487674,1.0895136822627,0.378471889508437,2.8787175810541,0.00399295734443804,0.0487441491583281
"9410",103.682699809279,1.37479763021244,0.404005712960292,3.40291631061059,0.000666706987845257,0.0255389210651303
"8565",311.664781894494,0.863220584327073,0.279859007843628,3.08448382983405,0.00203905694024789,0.0367080937431271
"51118",60.1465384423672,1.66618787712577,0.450633614006053,3.6974336253207,0.0002177901396173,0.0149567110167723
"65260",21.6144484871343,1.09562947667503,0.348564381273469,3.14326286774391,0.00167075726409303,0.0339039694595646
"51361",19.6240459053194,1.37687114044735,0.43954842495657,3.132467464952,0.0017334363827649,0.0343056919194481
"34",65.3739371936884,1.69451788196021,0.51330111164731,3.30121607670415,0.000962667129094212,0.02888776922842
"11080",22.3659611747504,1.72426415955211,0.535778806926562,3.21823882777889,0.00128980373271451,0.0316569609819947
"10561",267.612937760821,1.52031678544457,0.477117177640164,3.18646415743005,0.00144023332019825,0.0328613628754235
"2635",81.1293451329789,1.84894821254586,0.615485355565426,3.00404907416081,0.00266412349520035,0.0406908905463499
"2633",367.8586919751,1.72988736498442,0.503036063711179,3.43889333146827,0.000584097333801105,0.0240914228713645
"391059",10.2729229790597,2.0271099175029,0.670868201922455,3.02162170109415,0.00251424548245566,0.0398307912169482
"8634",134.712873826177,1.28195494190216,0.437068110974681,2.93307818555635,0.00335619362152162,0.0449718445678957
"55791",76.9237999572477,1.49524163883964,0.41782884254228,3.57859842738916,0.000345441772133951,0.0183809303256466
"6566",41.0631794527182,1.37556801352567,0.44722710898181,3.0757706451592,0.00209959281936379,0.0373809084978742
"10352",25.5982614754334,1.4956311862518,0.386064037158162,3.87404948997897,0.000107041660279776,0.0103464423151209
"9557",130.476621122396,1.0803517084307,0.34945504358607,3.09153274007508,0.0019912602190469,0.0364785265620668
"54499",204.942937016474,0.987603145702097,0.328026297497556,3.01074381303059,0.00260608629201092,0.0405032876219891
"6846",46.3984259469937,1.92970894439247,0.425212973420715,4.53821746986814,5.67317389580126e-06,0.00257302105441035
"481",13.7807187327896,1.48468809511269,0.486812809246229,3.04981312511385,0.0022898379656193,0.0382306959026331
"356",27.1320664202697,2.83737720732063,0.732651313549922,3.87275250155856,0.000107613093443263,0.0103464423151209
"81627",53.3984465905263,1.82738806717895,0.623594079482581,2.93041279143509,0.00338511995301178,0.0451227470288331
"54900",95.2710739377928,1.4466700492068,0.491320971290641,2.94445003112033,0.00323529184597783,0.0441755177519853
"467",109.135897033624,2.43451276515964,0.767073520397802,3.17376718192164,0.0015047433762784,0.033075129925852
"51018",43.6076273629807,1.43283064066852,0.468496965189675,3.05835629071456,0.00222554796117921,0.0381361074517551
"9015",14.3932119910402,1.49307598286085,0.504340535308,2.96045207222742,0.00307187914051556,0.0429970553192043
"4931",57.0026608077485,1.76699967212403,0.479203341806205,3.68736926053956,0.00022658444137162,0.0151850284631148
"64801",20.6404524033809,1.70800700923143,0.532203023198707,3.20931474414741,0.00133051756577736,0.0318160298190431
"128061",36.2303643097199,1.57105826579349,0.520239388211875,3.0198756599215,0.00252878477334546,0.0399081181423106
"9453",117.634967647896,1.28689838254325,0.440353170163019,2.92242334049019,0.00347319107872164,0.0454219107208803
"2271",78.9081121606498,1.1633434167087,0.357112139901508,3.25764175093446,0.00112342134226771,0.030234063073563
"51692",84.6143679778216,1.30275458935707,0.406346218061519,3.20602119929129,0.00134584072969456,0.0319087850555644
"80304",25.201217384636,1.72007316422373,0.587890880321795,2.92583746712011,0.00343530362581966,0.0452233879580282
"25780",48.1555449689752,1.26946155593473,0.415262781814311,3.05700778285107,0.00223558471296704,0.0381361074517551
"9637",70.6089688365484,1.43265996523712,0.446553636200637,3.2082595439743,0.00133540925347386,0.0318783226073272
"79833",20.7507541290636,1.8725720724473,0.57256890835649,3.27047460160272,0.00107367183191581,0.0299026890564991
"90957",59.5993594864046,1.44273332384414,0.46851479663776,3.07937622076772,0.00207434547882597,0.0370749363080934
"9581",32.3641653178355,1.91909162906758,0.654366251274048,2.93274848042838,0.00335975952365879,0.0449718445678957
"57223",387.785569382222,1.25331667893779,0.433303270549295,2.89246992608427,0.00382225773135727,0.0478252340578427
"87178",77.5479235723014,1.01632716587718,0.340840284115977,2.98182818534255,0.00286532755155715,0.0418959143117917
"10575",374.820471512559,1.06137999589874,0.367612753036753,2.88722300064663,0.0038865865899362,0.0479907715774223
"54980",29.3124076396584,1.44099169444805,0.391451159536007,3.68115321501686,0.000232181424200596,0.015251249412507
"84693",17.8067780296506,1.29355185180227,0.408118862670443,3.16954684068797,0.00152676847241726,0.033075129925852
"3099",564.757651293815,1.70609381651454,0.592285004236137,2.88052846908537,0.00397009096032415,0.0486262226723216
"51318",46.1302976826355,1.27264164604598,0.399754334792985,3.18355933952541,0.00145476291989733,0.0328700970280205
"51315",86.4194695251178,1.68808495354319,0.589812006169502,2.86207289082899,0.00420880100339186,0.04985122751766
"23397",11.4922812382258,1.35714510234922,0.457971701316956,2.96338201344446,0.00304278686238272,0.0428248946800381
"3553",373.289569442041,1.958167754861,0.63695538620627,3.07426202410175,0.00211024003085105,0.0374237905186718
"3176",64.2847303539902,1.35759648419044,0.42707092144674,3.1788548833797,0.0014785809573353,0.0330472966499925
"129401",14.7938491937007,1.6467967501969,0.51252254787005,3.21312058765158,0.00131301149456491,0.0317789813293914
"3329",303.650413107146,1.15905924532791,0.386844870463506,2.99618615580752,0.00273379486805315,0.0411574883968996
"106635540",24.4794742347544,1.3617182923978,0.415959661502238,3.27367872038349,0.00106157235354414,0.0299026890564991
"4999",56.7678731952841,1.32905762867543,0.390827366760711,3.40062580492005,0.000672317913413873,0.0255389210651303
"57007",9.99712068896824,2.11090585477775,0.572030306020173,3.69019933482913,0.000224078395156163,0.0151800868920542
"3568",27.1253816180077,2.46550665375473,0.661828101825962,3.7252976217729,0.000195084913278958,0.014389834793767
"1524",456.549183233925,2.64883237860662,0.806789260969552,3.28317753687427,0.00102644000604388,0.029566531801214
"729230",160.784345356545,2.33178830228827,0.708230666716537,3.29241363283348,0.000993314016053356,0.0291079325758092
"1234",78.5200541576718,2.79106035615424,0.658113718354399,4.24100011641337,2.22526021363531e-05,0.00463020188631192
"200895",16.2467796577415,2.44912945797503,0.82226113079853,2.97853001466406,0.00289634660799597,0.0420298068578433
"10402",47.5094244111253,1.59768097935393,0.509267297880982,3.13721494783142,0.00170561034816498,0.0341255347275895
"151888",48.5076211751378,2.40000309362512,0.632581672011981,3.79398139372533,0.000148250788014045,0.0124540296159651
"131450",21.5329752809862,1.83161557549228,0.578985183056385,3.16349300309108,0.00155888098927042,0.0332299080602736
"285282",60.8511574600964,1.64976492822882,0.44956856179133,3.66966257973032,0.000242870834022779,0.0155314784271173
"1359",25.8695304165637,2.34302403710832,0.728619291532895,3.21570409174727,0.00130124930831276,0.0317145395230563
"5584",56.04672998687,1.45806542487211,0.479510033334334,3.04074017958136,0.00235997383322156,0.038843441805126
"3280",11.80717323501,2.20689517405676,0.682725980023621,3.23247574961246,0.00122722551640698,0.0308836054092003
"22916",212.133245378967,1.26906627476794,0.424194464525801,2.99170871120774,0.00277420830967598,0.0412653715501749
"26228",41.7113429200136,1.52801952102332,0.532013829321184,2.87214248353841,0.00407699100944383,0.0492524537804649
"2920",22.3935961019216,2.65595493107727,0.889100787344823,2.9872371826471,0.00281511225816608,0.0416176882196112
"53343",29.3542545429863,1.53465101285426,0.517323705623562,2.96651979441857,0.003011909724212,0.0427151917245569
"152926",179.569150728792,1.29872792183806,0.449131127204519,2.89164531953419,0.00383230314898163,0.0478252340578427
"64116",82.8983445494797,1.30384144476365,0.36208571426634,3.60091932211549,0.000317093970210306,0.0174151699013492
"839",27.8258518941055,1.33586275950933,0.453833020122451,2.94351160069599,0.00324511660985679,0.0442034174743548
"132720",61.808616227972,0.967041572078073,0.318881438088736,3.03260540304316,0.00242452408676358,0.0393026631320594
"60592",66.1667281667296,1.31246815561966,0.430673136476154,3.04748089550818,0.00230768194624879,0.0383676263190375
"27309",124.124912410837,1.04945221842445,0.363515629224133,2.88695212545426,0.00388993414263591,0.0479907715774223
"55751",60.7668448984378,1.64419854458372,0.478714924310439,3.43460891041175,0.000593409562918308,0.0242601839197775
"90826",49.2173215564991,1.22382660126512,0.42532696746856,2.87737833448236,0.00400994507994561,0.0487741783008236
"100996286",28.5574624826861,2.03685407381966,0.558135824084933,3.64938781193466,0.000262866008730665,0.0159331088161487
"27236",134.223571243628,1.47551791379314,0.511930735771229,2.88226084251467,0.00394832734288076,0.0484647063448642
"5356",119.422502568025,1.5707875128687,0.545020779862442,2.88206903462497,0.00395073165920051,0.0484647063448642
"2110",62.8093136599753,1.19084403876124,0.410062617029332,2.90405413541039,0.00368364460236471,0.0469801548805246
"55319",26.6131009846442,1.32936014812654,0.453787245372639,2.92947887293506,0.00339530893366888,0.0451660322941583
"55325",47.7498086062713,1.19880373832109,0.366496584949444,3.27098201607105,0.00107174725708222,0.0299026890564991
"6897",223.521103866032,1.415313865234,0.493717928073912,2.8666446664301,0.00414848507279309,0.0496003691250501
"56477",21.7597172955283,1.47304905133742,0.425180703690669,3.46452470338144,0.000531169351858151,0.0231407247945452
"4064",80.546658974851,3.03444575280634,0.708619238933042,4.28219498721945,1.85058705381556e-05,0.00444810933055908
"1070",11.9398519018006,2.14585063236732,0.680870586725453,3.15162774571813,0.00162363122667559,0.033409237078801
"9652",123.332715152721,1.48916060361442,0.471524633415396,3.15818198686244,0.00158756416832994,0.0333642564448078
"55781",73.1739233042349,1.30666018318093,0.440405846987795,2.96694558466464,0.00300774185833133,0.0427151917245569
"54826",11.0715446354442,2.73302271407179,0.802952372555724,3.4037170914295,0.000664755652517484,0.0255389210651303
"353376",24.9757639779923,1.08904177943234,0.348443108044615,3.12545076739729,0.00177532784568253,0.0345668704368227
"153443",23.4322893549351,1.26638758067731,0.411977944839723,3.07392081673205,0.00211265498444837,0.0374237905186718
"54819",70.5215158013147,1.66642545798191,0.498480630474782,3.34300944932345,0.000828750777633051,0.0274432650617158
"492311",11.2091880354824,3.21846918071629,0.839878300095981,3.83206612237568,0.000127071573305835,0.0115032779445237
"5917",70.1244845479975,2.01373654612914,0.509621644385737,3.95143449716772,7.76841361279233e-05,0.00910443735460557
"54908",13.8700951679869,1.6424327945297,0.572366301587008,2.8695483818242,0.00411058440558187,0.0493588778623746
"6940",46.6784301294924,1.20825442076207,0.412811829779755,2.92688904144705,0.00342371004314811,0.045222265586093
"83732",88.1712978454272,1.38938906997919,0.485334692807411,2.86274418575415,0.0041998949960294,0.0498463682688714
"100526837",43.2896453625698,1.24004482172351,0.390444772175257,3.17598008756767,0.00149331201114847,0.0330472966499925
"63915",28.5051397422972,1.40512451568068,0.452730275101316,3.10366810650389,0.0019113761449658,0.035730821723504
"55003",25.3552236549876,1.65030162490084,0.527342659457491,3.12946733078375,0.00175123544575491,0.0343056919194481
"101928433",14.2387572871703,1.67478332877515,0.545543094812758,3.0699377275593,0.00214103407055302,0.0376239980789279
"100294145",33.1607207975594,1.98593576015363,0.53964154699725,3.68010167342388,0.000233140977500002,0.015251249412507
"1616",349.495990618768,0.857776087104029,0.2862252998952,2.99685627866614,0.00272779282355645,0.0411560170489183
"51645",22.3933284388407,1.71951495041332,0.499711614660937,3.44101457713774,0.000579537309969989,0.023974271923714
"9025",46.1055605851885,1.21145590204685,0.371101032759596,3.26449078580616,0.00109661029800932,0.030025303913864
"55173",146.661192045013,1.25502698903792,0.379210255277615,3.3095808237547,0.000934357853777867,0.028565532542801
"4594",43.7733190432764,1.52876104441658,0.464654362100709,3.29010371818104,0.00100150459720954,0.0292091539533434
"79694",26.8805599943065,1.78752152079073,0.595048788449593,3.00399153059052,0.00266462742518751,0.0406908905463499
"23376",103.122115681423,1.5630181188157,0.53307549783935,2.93207646037173,0.00336703839291617,0.0450046809545966
"29078",39.520030847836,1.32658596782231,0.394130864629753,3.36585151499999,0.000763077724888896,0.0267961374374713
"55278",81.1140292560069,1.57716703987787,0.534427481422527,2.95113386699314,0.0031660966382865,0.043683445747932
"100133941",106.650994569788,1.84620325586344,0.564893014600328,3.26823523772844,0.00108220377386109,0.0299026890564991
"6446",607.392309552491,1.90255091670652,0.443959906976452,4.28541155813747,1.82401201957764e-05,0.00444810933055908
"51534",133.599218037031,1.42584992567405,0.463986654166456,3.07304081458025,0.00211889505264011,0.0374391836867627
"79624",67.3318090078364,1.31303856624069,0.445307973627398,2.94860780404382,0.00319208786235157,0.0439523540196831
"39",118.558684882618,1.15215241184179,0.377313072485137,3.05357141286743,0.00226134892609054,0.0381361074517551
